10/01/2020,CNK,26,33,17,10.24
10/01/2020,DDC,31,39,22,12
10/01/2020,GLD,28,39,15,9.98
10/01/2020,P28,31,37,23,7.94
10/01/2020,TOP,28,35,21,7.47
10/01/2020,ICT,30,37,23,10.34
10/01/2020,CVG,35,45,25,6.97
10/01/2020,JKL,38,48,28,2.14
10/01/2020,LEX,36,46,26,7.82
10/01/2020,SDF,39,48,29,6.91
10/01/2020,PAH,36,45,26,5.31
10/01/2020,BTR,51,60,41,6.15
10/01/2020,LCH,51,61,41,8.01
10/01/2020,MSY,54,61,47,8.84
10/01/2020,SHV,46,54,37,6.58
10/01/2020,ASD,51,61,40,4.03
10/01/2020,BGR,22,34,9,5.52
10/01/2020,CAR,18,26,9,6.44
10/01/2020,PWM,27,37,16,5.88
10/01/2020,BWI,35,44,26,4.67
10/01/2020,SBY,39,49,27,6.34
10/01/2020,BOS,33,41,25,7.51
10/01/2020,MQE,60,60,60,9.51
10/01/2020,ORH,28,36,19,6.7
10/01/2020,APN,24,33,14,6.1
10/01/2020,DTW,31,39,22,5.87
10/01/2020,FNT,30,39,21,7.12
10/01/2020,GRR,29,36,22,7.62
10/01/2020,HTL,24,32,16,6.77
10/01/2020,LAN,28,36,21,7.34
10/01/2020,MQT,21,27,16,0
10/01/2020,MKG,30,37,22,8.38
10/01/2020,ANJ,25,31,18,6.61
10/01/2020,DLH,16,23,8,8.68
10/01/2020,INL,14,20,7,5.78
10/01/2020,MSP,19,25,12,8.74
10/01/2020,RST,17,23,11,12.62
10/01/2020,STC,17,22,8,8.54
10/01/2020,GLH,42,50,35,8.21
10/01/2020,GWO,43,53,32,5.12
10/01/2020,GPT,51,59,41,6.52
10/01/2020,HBG,47,58,35,3.94
10/01/2020,JAN,46,55,36,5.95
10/01/2020,MEI,45,53,33,5.37
10/01/2020,TUP,40,49,30,6.15
10/01/2020,CGI,35,43,27,8.58
10/01/2020,COU,31,38,23,9.42
10/01/2020,MCI,28,35,21,9.34
10/01/2020,VIH,31,38,23,9.72
10/01/2020,SGF,32,39,25,10.97
10/01/2020,STJ,26,32,19,8.41
10/01/2020,STL,34,42,26,9.15
10/01/2020,BIL,23,29,15,7.54
10/01/2020,BTM,18,27,9,1.32
10/01/2020,CTB,10,21,2,7.65
10/01/2020,DLN,19,27,13,4.71
10/01/2020,GGW,11,17,3,6.74
10/01/2020,GTF,15,23,7,5.25
10/01/2020,HVR,9,18,0,4.65
10/01/2020,HLN,16,23,7,1.94
10/01/2020,GPI,22,27,17,2.08
10/01/2020,MLS,13,25,0,5.21
10/01/2020,MSO,21,26,15,1.88
10/01/2020,GRI,22,30,14,11.48
10/01/2020,LNK,24,31,17,10.65
10/01/2020,OFK,20,28,12,11.07
10/01/2020,LBF,25,35,15,7.1
10/01/2020,OMA,23,29,16,11.07
10/01/2020,BFF,21,31,9,4.11
10/01/2020,SNY,20,31,9,7.52
10/01/2020,VTN,17,27,7,8.7
10/01/2020,ELY,22,30,12,7.84
10/01/2020,P68,25,34,17,5.28
10/01/2020,LAS,48,54,43,3.02
10/01/2020,DRA,42,48,36,5.17
10/01/2020,RNO,33,40,26,1.4
10/01/2020,WMC,30,36,23,3.48
10/01/2020,CON,25,38,13,3.65
10/01/2020,MWN,60,60,60,31.11
10/01/2020,ACY,35,46,23,6.57
10/01/2020,EWR,34,44,24,7.24
10/01/2020,ABQ,35,40,28,2.61
10/01/2020,CAO,31,41,21,9.2
10/01/2020,ROW,31,39,23,1.67
10/01/2020,ALB,27,38,16,4.08
10/01/2020,BGM,25,34,15,7.14
10/01/2020,BUF,29,37,20,7.87
10/01/2020,GFL,24,34,14,2.61
10/01/2020,ISP,34,44,24,7.87
10/01/2020,LGA,37,44,29,8.44
10/01/2020,ROC,29,37,20,7.14
10/01/2020,SYR,27,37,15,5.07
10/01/2020,AVL,37,46,27,5.41
10/01/2020,HSE,51,56,45,9.17
10/01/2020,CLT,40,49,30,6.12
10/01/2020,GSO,37,45,30,6.38
10/01/2020,HKY,37,46,28,3.71
10/01/2020,RDU,40,47,33,4.97
10/01/2020,ILM,47,54,39,9.6
10/01/2020,BIS,10,19,0,4.98
10/01/2020,DIK,11,19,2,7.02
10/01/2020,FAR,12,19,4,10.47
10/01/2020,GFK,8,15,1,10.82
10/01/2020,ISN,10,20,3,4
10/01/2020,CAK,31,40,21,7.15
10/01/2020,CLE,32,41,22,7.94
10/01/2020,CMH,31,41,21,5.6
10/01/2020,DAY,32,42,22,8.08
10/01/2020,MFD,31,41,20,8.05
10/01/2020,TOL,29,39,19,5.31
10/01/2020,YNG,29,39,18,6.97
10/01/2020,GAG,33,40,24,10.01
10/01/2020,OKC,35,42,27,10.87
10/01/2020,PNC,36,40,28,8.5
10/01/2020,TUL,34,40,26,8.75
10/01/2020,AST,43,49,37,5.88
10/01/2020,BNO,18,28,9,2.02
10/01/2020,EUG,38,41,34,2.27
10/01/2020,MFR,42,51,31,2.35
10/01/2020,PDT,28,31,24,2.11
10/01/2020,PDX,38,44,31,4.9
10/01/2020,RDM,29,38,20,2.47
10/01/2020,SLE,37,42,32,1
10/01/2020,ABE,32,43,20,4.77
10/01/2020,ERI,31,40,22,9.12
10/01/2020,MDT,32,41,22,3.91
10/01/2020,PHL,36,45,27,6.92
10/01/2020,PIT,29,40,17,5.15
10/01/2020,AVP,29,40,17,4.54
10/01/2020,IPT,28,38,17,3.98
10/01/2020,SJU,79,84,73,2.77
10/01/2020,PVD,32,42,22,6.75
10/01/2020,AND,42,50,33,7.34
10/01/2020,CHS,48,57,39,9.28
10/01/2020,CAE,45,52,37,6.35
10/01/2020,GSP,40,49,31,6.34
10/01/2020,ABR,15,23,6,9.91
10/01/2020,HON,13,21,5,9.48
10/01/2020,PIR,14,22,6,7
10/01/2020,RAP,17,27,7,6.81
10/01/2020,FSD,16,23,9,9.35
10/01/2020,TRI,37,49,25,3.52
10/01/2020,CHA,41,49,32,4.82
10/01/2020,CKV,36,46,26,5.98
10/01/2020,CSV,37,46,28,5.44
10/01/2020,TYS,38,48,27,5
10/01/2020,MEM,41,48,32,7.35
10/01/2020,BNA,41,50,30,5.84
10/01/2020,OQT,39,49,28,1.45
10/01/2020,ABI,42,51,33,7.08
10/01/2020,AMA,32,41,23,10.62
10/01/2020,AUS,48,59,37,5.1
10/01/2020,ATT,50,59,40,2.2
10/01/2020,BPT,53,62,43,8.84
10/01/2020,BRO,59,69,49,6.04
10/01/2020,CDS,37,44,30,6.71
10/01/2020,CLL,49,57,40,6.65
10/01/2020,CRP,55,64,45,7.11
10/01/2020,DHT,32,43,22,9.04
10/01/2020,DAL,44,51,36,7.37
10/01/2020,DFW,44,51,37,7.87
10/01/2020,DRT,53,61,41,4.8
10/01/2020,ELP,42,50,34,8.15
10/01/2020,FTW,44,52,36,7.34
10/01/2020,GLS,54,60,47,10.08
10/01/2020,HOU,53,62,44,6.64
10/01/2020,LBB,36,44,27,8.08
10/01/2020,MAF,42,53,32,8.64
